"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"model.nlogox"
"FSI-threshold-check"
"07/25/2026 15:56:20:404 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","government-intervention?","fsi-threshold","rho","panic-rate","fertilizer-shock","fuel-shock","[step]","bullwhip-ratio-farmer","bullwhip-ratio-retailer","[food-security-index] of one-of governments"
"160","false","0.2","0.1","1.02","0.627","0.75","87","78.50073152327265","25.97839775625152","0.35268750000000004"
"160","false","0.2","0.1","1.02","0.627","0.75","88","77.49871503358222","25.144560608044998","0.35268750000000004"
"160","false","0.2","0.1","1.02","0.627","0.75","89","76.95943262913954","25.453106150108233","0.27217632155965193"
"160","false","0.2","0.1","1.02","0.627","0.75","90","79.04437727777933","25.231464667298038","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","91","77.26270566042946","24.7926270798401","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","92","77.42289440778089","24.753487678505916","0.35268750000000004"
"160","false","0.2","0.1","1.02","0.627","0.75","93","73.85984052496046","24.26167020685994","0.37482910302549677"
"159","false","0.2","0.1","1.02","0.627","0.75","79","39.81631092824511","19.601427276369897","0.2936974275054347"
"160","false","0.2","0.1","1.02","0.627","0.75","94","73.58922819528468","24.2896876928491","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","80","39.89417023668975","20.60813185316455","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","95","75.09693382249226","24.470437166457174","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","96","73.51848919948974","24.761188189040894","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","81","39.55018713381319","20.387161248885683","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","82","41.30383998988287","20.298947434386456","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","97","72.33652664035799","24.31842692496538","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","98","71.54195041401623","24.16453069823111","0.35268750000000004"
"159","false","0.2","0.1","1.02","0.627","0.75","83","41.52902123165685","20.409727667511813","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","99","69.10330426017201","23.319076346462765","0.47025000000000006"
"159","false","0.2","0.1","1.02","0.627","0.75","84","41.17157074756282","20.297726298606573","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","100","77.30032810531452","23.50315613217203","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","85","41.25303821921319","20.48959637320079","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","101","77.60802393288186","23.71219889298068","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","86","41.50765149993899","20.55578589025996","0.35268750000000004"
"160","false","0.2","0.1","1.02","0.627","0.75","102","76.508790964724","23.327875051812473","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","87","47.51617872150532","21.56832453078983","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","103","75.37401323927475","23.3278439161818","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","88","47.517843821009414","21.5455567404871","0.23551665462676633"
"160","false","0.2","0.1","1.02","0.627","0.75","104","73.52477672108714","22.86724888109169","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","89","47.59547095524453","21.67989082854473","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","105","75.2905079617971","23.01118124498528","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","90","47.86009857097703","22.24406795851022","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","106","74.97086544997015","23.05992485079947","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","91","47.89309804908695","22.16581200034653","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","107","75.27097078877479","23.1149221373933","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","92","50.16323671254287","22.151754136354946","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","108","74.9328297759654","23.118571058136773","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","109","75.10884633272936","23.153120173485934","0.35268750000000004"
"159","false","0.2","0.1","1.02","0.627","0.75","93","50.45100002965724","22.141550353765933","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","110","77.90788251923148","23.85834144664685","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","94","50.7536341618644","22.300133925993027","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","111","77.9442440368623","23.941623930624502","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","95","50.53024122800618","22.304720933691527","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","112","78.21810811257843","24.13054737420147","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","96","50.81617103216285","22.507347126137553","0.35268750000000004"
"160","false","0.2","0.1","1.02","0.627","0.75","113","78.51189495014263","24.578984295623638","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","97","60.78232841546013","23.09316305743526","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","114","78.02156192521053","24.426296745590513","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","98","61.055191036422826","23.10895739535046","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","115","78.01681374414534","24.336960404392308","0.3230967622852798"
"159","false","0.2","0.1","1.02","0.627","0.75","99","61.32578583091422","23.321624918168528","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","116","77.62172852843658","24.34319883514613","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","100","61.58257116186234","23.337014011745765","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","117","77.19219833481974","24.402987195755724","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","101","61.389039538172","23.342301649864332","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","118","77.09684987276096","24.478645306753723","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","102","64.58256374977363","23.504071042362042","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","119","76.59017584655388","24.419805511522732","0.35268750000000004"
"160","false","0.2","0.1","1.02","0.627","0.75","120","80.0267619574806","24.82231750497031","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","103","64.1607702121736","23.2725563008075","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","121","80.12670950675957","24.808249049385395","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","104","64.36237080654934","23.82198781292182","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","122","80.22428638272575","24.941487316975813","0.23559552027828473"
"159","false","0.2","0.1","1.02","0.627","0.75","105","63.45304542855133","23.585579546833227","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","123","80.4968203882282","24.970420617307592","0.23559552027828473"
"159","false","0.2","0.1","1.02","0.627","0.75","106","63.05328667763121","23.546691616664333","0.35268750000000004"
"160","false","0.2","0.1","1.02","0.627","0.75","124","80.36445535709258","24.997163050608414","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","107","65.70334419483812","24.171489769862195","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","125","81.61321842738305","25.094755425479246","0.27819134843606075"
"159","false","0.2","0.1","1.02","0.627","0.75","108","65.86932130876652","24.13404135141583","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","126","81.20338737324218","24.904580497807864","0.27407498897319693"
"159","false","0.2","0.1","1.02","0.627","0.75","109","61.60610214402891","22.676931999612716","0.29994029560893243"
"160","false","0.2","0.1","1.02","0.627","0.75","127","81.39432595404645","25.379917589299467","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","110","59.523209342630075","22.00888219862255","0.29994029560893243"
"160","false","0.2","0.1","1.02","0.627","0.75","128","81.25402769784095","25.42099102686866","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","111","59.693952887821105","22.07475586412453","0.25702104865149616"
"160","false","0.2","0.1","1.02","0.627","0.75","129","81.40118418501456","25.567873911458957","0.35268750000000004"
"159","false","0.2","0.1","1.02","0.627","0.75","112","63.78223958388507","22.039048780398204","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","113","63.84963322942588","22.162666730497442","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","130","82.29235421043643","25.86544516228309","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","114","63.72790140965209","22.037218580567835","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","131","82.36118150820248","25.815768187728466","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","132","82.30920788129347","25.897999398445286","0.35268750000000004"
"159","false","0.2","0.1","1.02","0.627","0.75","115","63.624759059222406","22.302272015355747","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","133","82.57310808511542","25.912539142714035","0.35268750000000004"
"159","false","0.2","0.1","1.02","0.627","0.75","116","62.654727772566375","22.063023224034122","0.3515265159055748"
"159","false","0.2","0.1","1.02","0.627","0.75","117","62.03742324438381","21.9094817684957","0.3515265159055748"
"160","false","0.2","0.1","1.02","0.627","0.75","134","82.74858835237455","26.005781980512413","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","135","82.32349267348283","25.878726287853148","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","118","61.719714395244296","22.619653612323606","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","136","81.87329799792815","25.830519680681007","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","119","61.517491958483454","22.527955380648955","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","137","80.88871640403802","25.49884127986457","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","120","60.502340513974374","22.244776581077815","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","138","80.67582637092336","25.357079805439124","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","121","60.54556823493025","22.421329391046587","0.3194994602919751"
"160","false","0.2","0.1","1.02","0.627","0.75","139","80.75405575559887","25.502948972861724","0.35268750000000004"
"159","false","0.2","0.1","1.02","0.627","0.75","122","60.57647660091764","22.419603685109294","0.30235225985476083"
"160","false","0.2","0.1","1.02","0.627","0.75","140","83.5777989464367","25.443550204628586","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","123","61.72342369447416","22.412519965434033","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","141","83.82584774118435","25.67019299204108","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","124","60.70403317232408","22.191636757751713","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","142","84.02567903596865","25.826789524635984","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","125","59.632046413864956","21.748115008402017","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","143","84.27026668500051","25.995745020954676","0.26359336477993617"
"159","false","0.2","0.1","1.02","0.627","0.75","126","59.70669024894465","21.695016191185424","0.25577360885498535"
"160","false","0.2","0.1","1.02","0.627","0.75","144","84.19430767055485","26.653039371126034","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","127","58.81113444279398","21.3402368558554","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","145","86.75374061102697","26.658154580386466","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","128","60.70819796218438","21.057222207900324","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","146","86.89940125194512","26.795226586458487","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","129","60.70138312092844","21.096037172329474","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","147","87.15046835861271","26.83405420843581","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","130","60.819413735211","21.1569594476518","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","148","86.94143107430331","26.81013545421359","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","131","60.75290610197619","21.156611677632576","0.23577089619657993"
"160","false","0.2","0.1","1.02","0.627","0.75","149","86.98854305082772","26.91876204391599","0.35268750000000004"
"159","false","0.2","0.1","1.02","0.627","0.75","132","60.854498245437036","21.222312767251804","0.29985043983728266"
"160","false","0.2","0.1","1.02","0.627","0.75","150","85.2730887874405","26.22950776880077","0.35268750000000004"
"159","false","0.2","0.1","1.02","0.627","0.75","133","64.2695255110388","21.009891024317614","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","151","85.49568880013724","26.749882092997662","0.35268750000000004"
"159","false","0.2","0.1","1.02","0.627","0.75","134","64.33012383194496","21.113397074587777","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","152","85.34248171230738","26.715943641319157","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","135","64.51281090712018","21.10874688822288","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","153","85.36116631090883","26.80969151627287","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","136","64.68326059681796","21.39913449012405","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","154","83.81189012646787","26.4789773534373","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","137","64.0441457624353","21.24604539001095","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","155","83.51854142381133","26.35305576090885","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","138","65.54643521466359","21.375937168659217","0.23512500000000003"
"160","false","0.2","0.1","1.02","0.627","0.75","156","82.18641082886464","26.023662289017896","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","139","65.75420709865155","22.219578095344353","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","140","65.12918961605563","22.025576289228468","0.23512500000000003"
"159","false","0.2","0.1","1.02","0.627","0.75","141","65.11011020100707","22.099879381394516","0.2861723275159471"
"161","false","0.2","0.1","1.02","0.627","0.75","0","0","0","1"
"159","false","0.2","0.1","1.02","0.627","0.75","142","65.31214386032964","22.15711903787431","0.40373482751594714"
"161","false","0.2","0.1","1.02","0.627","0.75","1","0","0","0.8629907697545316"
"159","false","0.2","0.1","1.02","0.627","0.75","143","66.72121923858711","22.10773489267859","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","2","0","0","0.7008544975510689"
"159","false","0.2","0.1","1.02","0.627","0.75","144","66.41643849729185","22.135327441166385","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","3","0","0","0.7008544975510689"
"159","false","0.2","0.1","1.02","0.627","0.75","145","65.90798958449882","21.939958221619005","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","4","0","0","0.7008544975510689"
"159","false","0.2","0.1","1.02","0.627","0.75","146","65.86624858876293","22.09694161659892","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","5","0","0","0.5477398828379849"
"159","false","0.2","0.1","1.02","0.627","0.75","147","65.75080556607146","22.19123957024754","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","6","0","0","0.6523128336757176"
"159","false","0.2","0.1","1.02","0.627","0.75","148","65.79533233378817","22.176015296931716","0.2996046386958663"
"161","false","0.2","0.1","1.02","0.627","0.75","7","0","0","0.6523128336757176"
"159","false","0.2","0.1","1.02","0.627","0.75","149","67.61715478944011","22.97007482852395","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","8","0","0","0.6523128336757176"
"161","false","0.2","0.1","1.02","0.627","0.75","9","0","0","0.5"
"159","false","0.2","0.1","1.02","0.627","0.75","150","67.3609940867059","22.93719573717785","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","10","0","0","0.7105995621674617"
"159","false","0.2","0.1","1.02","0.627","0.75","151","67.44102577746254","23.040839627008676","0.3082902927679929"
"161","false","0.2","0.1","1.02","0.627","0.75","11","0","0","0.7749222669592809"
"159","false","0.2","0.1","1.02","0.627","0.75","152","67.42856178507937","23.19262028200177","0.4258527927679929"
"161","false","0.2","0.1","1.02","0.627","0.75","12","106.86837621425869","62.46242997621937","0.7749222669592809"
"159","false","0.2","0.1","1.02","0.627","0.75","153","66.63522866036534","22.57333026024066","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","13","112.36646569249305","58.948622035971574","0.6163175053943702"
"159","false","0.2","0.1","1.02","0.627","0.75","154","66.64317100268197","22.476329294981966","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","14","115.87641173973867","62.14918520266932","0.6163175053943702"
"159","false","0.2","0.1","1.02","0.627","0.75","155","66.01445066097752","22.335115719268654","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","15","122.64116520287295","62.11241918455543","0.5389750474421231"
"159","false","0.2","0.1","1.02","0.627","0.75","156","66.20508225784907","22.502936502574986","0.23512500000000003"
"161","false","0.2","0.1","1.02","0.627","0.75","16","122.411414912886","66.18144009788217","0.5105325328891205"
"161","false","0.2","0.1","1.02","0.627","0.75","17","122.08634342372648","71.09320953039898","0.5"
"162","false","0.2","0.1","1.02","0.627","0.75","0","0","0","1"
"161","false","0.2","0.1","1.02","0.627","0.75","18","126.67863945632706","75.37930369490086","0.47025"
"162","false","0.2","0.1","1.02","0.627","0.75","1","0","0","0.8927041542310257"
"161","false","0.2","0.1","1.02","0.627","0.75","19","240.03987399447075","70.33924038480407","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","2","0","0","0.8927041542310257"
"161","false","0.2","0.1","1.02","0.627","0.75","20","232.83769225492432","66.46258207590661","0.3135"
"120","true","0.6","0.1","1.02","0.627","0.75","52","23.88304316550653","6.080178127785543","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","21","186.33182798334317","54.68990182419472","0.45240511609300094"
"162","false","0.2","0.1","1.02","0.627","0.75","3","0","0","0.7493934980012411"
"161","false","0.2","0.1","1.02","0.627","0.75","22","183.42510164690253","55.1443200671148","0.459049123421386"
"162","false","0.2","0.1","1.02","0.627","0.75","4","0","0","0.6120974686606221"
"162","false","0.2","0.1","1.02","0.627","0.75","5","0","0","0.8620974686606221"
"161","false","0.2","0.1","1.02","0.627","0.75","23","180.62520831795064","54.845594785327684","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","6","0","0","0.8620974686606221"
"161","false","0.2","0.1","1.02","0.627","0.75","24","203.32650887715477","47.681057895091655","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","7","0","0","0.5822987844771131"
"161","false","0.2","0.1","1.02","0.627","0.75","25","207.4262990218485","48.25774050392821","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","8","0","0","0.6045226883954473"
"161","false","0.2","0.1","1.02","0.627","0.75","26","193.0928446515696","46.707193188375484","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","9","0","0","0.6045226883954473"
"161","false","0.2","0.1","1.02","0.627","0.75","27","183.29090737051658","45.66339451079376","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","10","0","0","0.6045226883954473"
"161","false","0.2","0.1","1.02","0.627","0.75","28","185.38770665915902","46.17733635064651","0.47025"
"162","false","0.2","0.1","1.02","0.627","0.75","11","0","0","0.7006660737318698"
"162","false","0.2","0.1","1.02","0.627","0.75","12","26.283375487616873","8.99125561630383","0.6118588721976288"
"161","false","0.2","0.1","1.02","0.627","0.75","29","287.75856016882864","47.73131449317661","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","30","290.2589126419821","48.47657513604446","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","13","24.718672481750506","8.772266108584581","0.6662567932983847"
"162","false","0.2","0.1","1.02","0.627","0.75","14","24.821579933799615","10.379530815517121","0.5055407120011858"
"161","false","0.2","0.1","1.02","0.627","0.75","31","278.16006800961134","47.58923208256035","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","32","233.66484189950964","39.61495237739118","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","15","24.805318680418047","10.405164506692513","0.5"
"162","false","0.2","0.1","1.02","0.627","0.75","16","25.720405129161037","11.145783178653618","0.75"
"161","false","0.2","0.1","1.02","0.627","0.75","33","227.04970502802263","39.31708842305596","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","17","26.019543487572523","10.937678726112132","0.75"
"161","false","0.2","0.1","1.02","0.627","0.75","34","245.23396725161143","40.63431811640387","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","35","213.88009676681756","36.17547991665295","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","18","34.36216323805401","12.511959063314759","0.39142066740447845"
"162","false","0.2","0.1","1.02","0.627","0.75","19","34.31388601515808","12.883307582492305","0.3762288745961111"
"161","false","0.2","0.1","1.02","0.627","0.75","36","211.30374795109697","38.23846984328263","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","20","35.216755422636375","13.56280948282738","0.3762288745961111"
"161","false","0.2","0.1","1.02","0.627","0.75","37","207.9851557953816","37.60239946309926","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","21","35.10122191547592","14.48012723825913","0.3762288745961111"
"161","false","0.2","0.1","1.02","0.627","0.75","38","201.67073539835562","37.179887653425794","0.47025"
"162","false","0.2","0.1","1.02","0.627","0.75","22","39.402890278547886","15.014569066962911","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","39","194.08088759076543","36.01972395960566","0.47025"
"162","false","0.2","0.1","1.02","0.627","0.75","23","38.39985663388782","15.367049315679756","0.4223538762592719"
"161","false","0.2","0.1","1.02","0.627","0.75","40","186.645151257836","35.12910249680051","0.47025"
"162","false","0.2","0.1","1.02","0.627","0.75","24","36.570011393216014","14.672852933137012","0.4223538762592719"
"161","false","0.2","0.1","1.02","0.627","0.75","41","186.64086483573385","35.29543098697242","0.36445668908617435"
"162","false","0.2","0.1","1.02","0.627","0.75","25","37.33832158864626","17.445802883739397","0.4223538762592719"
"161","false","0.2","0.1","1.02","0.627","0.75","42","182.06693474448176","35.16677860681409","0.36445668908617435"
"162","false","0.2","0.1","1.02","0.627","0.75","26","38.19794945686581","17.28719954575014","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","43","182.75295074140527","37.49570868640386","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","27","36.81308855360351","17.298580405479225","0.4625024401525468"
"161","false","0.2","0.1","1.02","0.627","0.75","44","180.97122216824962","36.9857170122534","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","28","35.10872877854989","16.30973109201539","0.4625024401525468"
"161","false","0.2","0.1","1.02","0.627","0.75","45","175.13395360739725","36.36295203180025","0.47025"
"162","false","0.2","0.1","1.02","0.627","0.75","29","33.903794132723","16.439821065690598","0.4625024401525468"
"161","false","0.2","0.1","1.02","0.627","0.75","46","175.9104533548966","36.29008808390281","0.5387533018336224"
"162","false","0.2","0.1","1.02","0.627","0.75","30","37.756475386597494","15.695257541476037","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","47","172.2718758912943","35.74745967617789","0.3858475804464614"
"162","false","0.2","0.1","1.02","0.627","0.75","31","31.462427690574234","12.904385058874455","0.40383230523582625"
"161","false","0.2","0.1","1.02","0.627","0.75","48","163.95764002696902","34.63849387909097","0.4335792608712933"
"162","false","0.2","0.1","1.02","0.627","0.75","32","32.49301230498647","14.298646790295306","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","33","32.844198554836474","14.220668216695596","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","49","159.47667002717296","34.16309637336943","0.4335792608712933"
"161","false","0.2","0.1","1.02","0.627","0.75","50","151.81460115306618","33.75859176365987","0.39649341126539844"
"162","false","0.2","0.1","1.02","0.627","0.75","34","33.26238382140965","14.638391505159454","0.47025"
"161","false","0.2","0.1","1.02","0.627","0.75","51","153.14086108120253","33.58739800823627","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","35","34.85874546325898","15.562183800020955","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","36","34.18794335060303","15.107355309024774","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","52","145.1384721638508","32.25155997159964","0.45771061765999954"
"162","false","0.2","0.1","1.02","0.627","0.75","37","33.981869932258896","15.489727643212747","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","53","141.24616274133882","31.231662254202345","0.45771061765999954"
"161","false","0.2","0.1","1.02","0.627","0.75","54","139.8997051616151","31.81904669032385","0.4084122474889974"
"162","false","0.2","0.1","1.02","0.627","0.75","38","34.4894822152627","15.456498617051626","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","55","136.49048403267102","31.601976393071883","0.3423639893315359"
"162","false","0.2","0.1","1.02","0.627","0.75","39","33.63684326442547","16.194241987505556","0.33087938775446607"
"161","false","0.2","0.1","1.02","0.627","0.75","56","136.83878435440505","32.15775416186452","0.3423639893315359"
"162","false","0.2","0.1","1.02","0.627","0.75","40","35.9873963492569","16.666249431928396","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","57","136.92196993698542","34.11665897053036","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","41","34.967899071919874","16.37550967699173","0.4298391364184526"
"161","false","0.2","0.1","1.02","0.627","0.75","58","135.12415706675273","33.63710477472855","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","42","40.66581439886095","20.567040262506627","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","59","125.68227919728795","31.612626370437994","0.47025"
"162","false","0.2","0.1","1.02","0.627","0.75","43","35.569404623773444","17.953919298862985","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","44","33.92216805237288","17.257273755481478","0.47025"
"161","false","0.2","0.1","1.02","0.627","0.75","60","123.7711297619861","31.300704269893473","0.627"
"162","false","0.2","0.1","1.02","0.627","0.75","45","34.35233206833464","17.80053607006746","0.47025"
"161","false","0.2","0.1","1.02","0.627","0.75","61","131.72590267816457","31.77691672879034","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","62","120.47631828817163","29.535145612603827","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","46","35.51154956459122","17.84355960785952","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","63","119.76532429651046","29.643295327350895","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","47","36.69597135779371","17.85591214168667","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","64","118.82873175783538","29.593462378724123","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","48","37.10496706929203","17.96287627132493","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","65","118.8965137323004","29.465225421062286","0.3135"
"162","false","0.2","0.1","1.02","0.627","0.75","49","37.5605658880724","18.93806401686656","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","66","119.8450601969256","29.91047237441264","0.35268750000000004"
"162","false","0.2","0.1","1.02","0.627","0.75","50","37.587942377535924","18.97042497945044","0.3135"
"161","false","0.2","0.1","1.02","0.627","0.75","67","109.9143476498703","27.110562151384773","0.23512500000000003"
"162","false","0.2","0.1","1.02","0.627","0.75","51","37.60975567994062","19.165186909949917","0.47025"
"161","false","0.2","0.1","1.02","0.627","0.75","68","108.93806742922528","27.224962390990175","0.23512500000000003"
