"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"model.nlogox"
"E2-intervention-returns-panic"
"07/25/2026 15:55:12:733 +0530"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","government-intervention?","rho","panic-rate","fertilizer-shock","fuel-shock","[step]","bullwhip-ratio-farmer","bullwhip-ratio-retailer","[food-security-index] of one-of governments"
"370","true","0.2","1.02","0.627","0.75","140","18.567329862893228","6.260034555898238","0.4283023868726786"
"371","true","0.2","1.02","0.627","0.75","66","23.53954248607966","5.71678811293204","0.23512500000000003"
"370","true","0.2","1.02","0.627","0.75","141","18.471029681386582","6.214870782912927","0.40840273735133625"
"371","true","0.2","1.02","0.627","0.75","67","24.70925896356954","5.768904100886631","0.23512500000000003"
"370","true","0.2","1.02","0.627","0.75","142","18.927309488369897","6.236530763665191","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","68","24.760946238096697","5.815087527104814","0.279055352367801"
"370","true","0.2","1.02","0.627","0.75","143","18.53045540578159","6.180447777744612","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","69","24.751427223834668","5.757985201697739","0.3031000402319408"
"370","true","0.2","1.02","0.627","0.75","144","18.577766650885213","6.16324225344927","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","70","25.084606127421196","5.789754670046233","0.23512500000000003"
"370","true","0.2","1.02","0.627","0.75","145","18.66225123208868","6.1656973502273535","0.2686676184915604"
"371","true","0.2","1.02","0.627","0.75","71","24.9652875958644","5.843920274942016","0.23512500000000003"
"370","true","0.2","1.02","0.627","0.75","146","18.331773561799945","6.059504912577874","0.2650717346568912"
"371","true","0.2","1.02","0.627","0.75","72","25.103568113901012","6.05943642910567","0.2434874716285311"
"370","true","0.2","1.02","0.627","0.75","147","18.259840033608743","6.041933735125444","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","73","25.20305514515176","6.046299013655209","0.24923433355731367"
"370","true","0.2","1.02","0.627","0.75","148","18.673224975479567","6.0632834064996946","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","74","25.31047186852521","6.0136936552395674","0.23512500000000003"
"370","true","0.2","1.02","0.627","0.75","149","18.61360951987635","6.08262984910986","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","75","25.467690315371804","6.0176252491630695","0.23512500000000003"
"370","true","0.2","1.02","0.627","0.75","150","18.71207486304707","6.156052546789955","0.328426073896407"
"371","true","0.2","1.02","0.627","0.75","76","25.526613889975746","6.009828133023316","0.23512500000000003"
"370","true","0.2","1.02","0.627","0.75","151","18.749445121214944","6.175314655762567","0.33080626452283596"
"371","true","0.2","1.02","0.627","0.75","77","25.563954823093283","5.977358115526612","0.23512500000000003"
"370","true","0.2","1.02","0.627","0.75","152","18.980586929062024","6.190484747770354","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","78","25.58132863711279","5.980270466367347","0.23512500000000003"
"370","true","0.2","1.02","0.627","0.75","153","18.99564319282276","6.250829647399648","0.30999144558537334"
"371","true","0.2","1.02","0.627","0.75","79","24.950878401712007","5.92602683071967","0.35268750000000004"
"370","true","0.2","1.02","0.627","0.75","154","18.93413543046312","6.235201042038397","0.2532484421614735"
"371","true","0.2","1.02","0.627","0.75","80","24.834088872809616","5.9009691358617395","0.2710163272167002"
"370","true","0.2","1.02","0.627","0.75","155","18.93637575102688","6.222825063619614","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","81","25.25488332439998","5.9290242943067515","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","82","25.47168149148607","6.127490795584939","0.298873262506721"
"370","true","0.2","1.02","0.627","0.75","156","18.990335535942123","6.23686497692629","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","83","25.181869017708298","6.154647639348347","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","84","24.68317107552628","6.018856519238077","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","0","0","0","1"
"371","true","0.2","1.02","0.627","0.75","85","24.67887626292577","6.090445313464668","0.2844052811297858"
"372","true","0.2","1.02","0.627","0.75","1","0","0","0.8462330076010197"
"371","true","0.2","1.02","0.627","0.75","86","25.648548857151635","6.123538290274167","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","2","0","0","0.6380551298404448"
"371","true","0.2","1.02","0.627","0.75","87","25.70975106467599","6.102698099564022","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","3","0","0","0.6380551298404448"
"371","true","0.2","1.02","0.627","0.75","88","25.80212736198124","6.197104862325415","0.29022135189931725"
"372","true","0.2","1.02","0.627","0.75","4","0","0","0.6380551298404448"
"371","true","0.2","1.02","0.627","0.75","89","25.92783030706302","6.175887308139586","0.3926446802046386"
"372","true","0.2","1.02","0.627","0.75","5","0","0","0.8323417520012344"
"372","true","0.2","1.02","0.627","0.75","6","0","0","0.6752803844571011"
"371","true","0.2","1.02","0.627","0.75","90","26.154047151223434","6.181665402308816","0.36681140837348314"
"372","true","0.2","1.02","0.627","0.75","7","0","0","0.6752803844571011"
"371","true","0.2","1.02","0.627","0.75","91","26.72933210023454","6.19923921819595","0.28990654156456463"
"372","true","0.2","1.02","0.627","0.75","8","0","0","0.546377317443623"
"371","true","0.2","1.02","0.627","0.75","92","27.195696160220905","6.197639075688411","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","9","0","0","0.546377317443623"
"371","true","0.2","1.02","0.627","0.75","93","26.99693007164678","6.237031092741726","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","10","0","0","0.5"
"371","true","0.2","1.02","0.627","0.75","94","27.11664895437001","6.213674989724507","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","11","0","0","0.6458126676084475"
"371","true","0.2","1.02","0.627","0.75","95","26.429619159808485","6.202696280016179","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","12","81.8167782503093","12.212483616874726","0.5"
"372","true","0.2","1.02","0.627","0.75","13","85.98188582778467","12.014415589671199","0.5"
"371","true","0.2","1.02","0.627","0.75","96","26.16465748198357","6.121932550487878","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","14","89.1868761315073","13.81151289189555","0.6799093567264417"
"371","true","0.2","1.02","0.627","0.75","97","25.392725964480142","5.938990291873167","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","15","91.14459373712953","17.540588407686084","0.6673732491981071"
"371","true","0.2","1.02","0.627","0.75","98","24.716918519388418","5.926636245290693","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","16","96.22822068754651","17.850189265606037","0.5"
"371","true","0.2","1.02","0.627","0.75","99","24.657333037224443","5.920286491751665","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","17","121.20728610520773","20.815151206270574","0.5"
"371","true","0.2","1.02","0.627","0.75","100","24.082100947555965","5.798559297051664","0.2527251476492032"
"372","true","0.2","1.02","0.627","0.75","18","113.14960592026563","19.55504993656827","0.3135"
"371","true","0.2","1.02","0.627","0.75","101","24.67455582832288","5.826067015826806","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","19","116.58013731085998","19.717385780363617","0.3135"
"371","true","0.2","1.02","0.627","0.75","102","24.664572264687624","5.836458337187943","0.2562435858123477"
"372","true","0.2","1.02","0.627","0.75","20","104.48854140795503","17.11714498800378","0.41706612860536607"
"371","true","0.2","1.02","0.627","0.75","103","24.647444283469028","5.832825571207855","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","21","103.50580935821101","16.50628971333269","0.4227383636181418"
"372","true","0.2","1.02","0.627","0.75","22","105.95902387428536","16.579141878836484","0.3135"
"371","true","0.2","1.02","0.627","0.75","104","23.898001608731864","5.774248417308071","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","23","105.36844268248005","16.26357673258638","0.3135"
"371","true","0.2","1.02","0.627","0.75","105","23.9648294095609","5.7918417383311125","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","24","96.4598250073803","15.690209234833281","0.3135"
"371","true","0.2","1.02","0.627","0.75","106","23.944013152061824","5.944065455921118","0.35268750000000004"
"372","true","0.2","1.02","0.627","0.75","25","96.74923477246013","15.708224555475356","0.3135"
"371","true","0.2","1.02","0.627","0.75","107","24.081420597346035","5.932674665190248","0.47025000000000006"
"372","true","0.2","1.02","0.627","0.75","26","96.89993815902208","16.263424612817275","0.42660446715901135"
"372","true","0.2","1.02","0.627","0.75","27","96.93945363805732","16.29598608712096","0.3135"
"371","true","0.2","1.02","0.627","0.75","108","23.924485844866712","5.895284301229499","0.4563335892586098"
"372","true","0.2","1.02","0.627","0.75","28","94.38929827907809","15.627526530277871","0.33307943229308296"
"371","true","0.2","1.02","0.627","0.75","109","24.03150392364393","5.893517413056384","0.36619208832376804"
"372","true","0.2","1.02","0.627","0.75","29","93.42129701792173","15.599793944155847","0.40238660232604007"
"371","true","0.2","1.02","0.627","0.75","110","23.967342000281274","5.870841526215401","0.24582733214098668"
"372","true","0.2","1.02","0.627","0.75","30","84.38647504768383","14.17986433271863","0.40238660232604007"
"371","true","0.2","1.02","0.627","0.75","111","23.759484466178986","5.866074691557927","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","31","84.33360730804105","14.425014063921932","0.39051595093022473"
"371","true","0.2","1.02","0.627","0.75","112","23.73709711017958","5.839583045339758","0.2691333743059906"
"372","true","0.2","1.02","0.627","0.75","32","72.9871245534062","12.376292656704193","0.3135"
"371","true","0.2","1.02","0.627","0.75","113","23.81696698438757","5.929813932939066","0.3866958743059906"
"330","true","0.2","1","0.627","0.75","47","44.99061050345856","12.278791716562857","0.3135"
"372","true","0.2","1.02","0.627","0.75","33","69.21200705880513","11.745901509247243","0.3135"
"371","true","0.2","1.02","0.627","0.75","114","24.079625683971823","5.9617460360549375","0.2886195500847127"
"372","true","0.2","1.02","0.627","0.75","34","67.87341011428335","11.552621082341275","0.3135"
"371","true","0.2","1.02","0.627","0.75","115","24.171816542063272","5.95466799403266","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","116","24.171391389892463","6.09766447032716","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","35","67.83258451247664","11.732043853863688","0.3135"
"371","true","0.2","1.02","0.627","0.75","117","24.335579824200135","6.180037317754281","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","36","63.352293323584654","10.954321260111552","0.3135"
"371","true","0.2","1.02","0.627","0.75","118","24.40858579141933","6.212627678992695","0.35268750000000004"
"372","true","0.2","1.02","0.627","0.75","37","63.579161120974824","10.902481622433761","0.32596269570307307"
"372","true","0.2","1.02","0.627","0.75","38","64.93317697183993","10.90142244453897","0.424918422857404"
"371","true","0.2","1.02","0.627","0.75","119","24.53861505658907","6.242646180976909","0.25681633718167146"
"372","true","0.2","1.02","0.627","0.75","39","60.18001524535011","9.90722838432913","0.469720510209677"
"371","true","0.2","1.02","0.627","0.75","120","24.555659759097836","6.32896286878969","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","40","60.50666075682869","10.002809254938422","0.5077779888170089"
"371","true","0.2","1.02","0.627","0.75","121","24.603071833276008","6.338673583557987","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","41","60.81904906434563","10.003534645714662","0.49675716676934534"
"371","true","0.2","1.02","0.627","0.75","122","24.40006901776143","6.240837532290298","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","42","62.51649447210848","9.976007583662371","0.3135"
"371","true","0.2","1.02","0.627","0.75","123","24.25713200670308","6.201560768040071","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","43","62.018821929588114","9.845317927171916","0.3135"
"371","true","0.2","1.02","0.627","0.75","124","24.814296934758456","6.230429739803483","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","44","63.15832264392426","10.280254449004769","0.3709979935137542"
"371","true","0.2","1.02","0.627","0.75","125","24.246749992595753","6.095896906361925","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","45","61.14152769922093","10.178265745041307","0.5129853067497573"
"371","true","0.2","1.02","0.627","0.75","126","24.199880356374383","6.048415824955753","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","46","61.83677364826922","10.181819905804902","0.4743449619546153"
"371","true","0.2","1.02","0.627","0.75","127","24.361313083001452","6.0463828056506985","0.3097853509689942"
"372","true","0.2","1.02","0.627","0.75","47","60.22622937161865","10.625598833317046","0.6310949619546153"
"371","true","0.2","1.02","0.627","0.75","128","23.869001759254594","6.024991376972757","0.25300630209974484"
"372","true","0.2","1.02","0.627","0.75","48","58.21041864052119","10.070735589773841","0.37539513470029623"
"371","true","0.2","1.02","0.627","0.75","129","23.843421721009964","6.0877477321422235","0.3172369760293502"
"372","true","0.2","1.02","0.627","0.75","49","55.90666120843634","9.6741410361213","0.3135"
"372","true","0.2","1.02","0.627","0.75","50","54.398127420488194","9.989965213258905","0.3135"
"371","true","0.2","1.02","0.627","0.75","130","23.779184906221715","6.12886021738604","0.25473331585849374"
"371","true","0.2","1.02","0.627","0.75","131","23.841057928092027","6.138240028854105","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","51","55.19155276612293","10.08675123816778","0.3135"
"372","true","0.2","1.02","0.627","0.75","52","52.62287921150001","9.838902394228361","0.3135"
"371","true","0.2","1.02","0.627","0.75","132","23.93299762599506","6.127312147888506","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","53","52.23319227737407","9.758943204181268","0.3274298820825192"
"371","true","0.2","1.02","0.627","0.75","133","23.91904128610138","6.12421830945222","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","54","52.089379668274496","9.817648335881724","0.3135"
"371","true","0.2","1.02","0.627","0.75","134","23.797316619562352","6.131755846900362","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","55","52.38511168166706","9.767950389010666","0.3135"
"371","true","0.2","1.02","0.627","0.75","135","23.110908853789475","5.986595985790196","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","56","51.963821447890524","9.855717978191928","0.3135"
"371","true","0.2","1.02","0.627","0.75","136","23.262003196936327","6.00697692486176","0.35268750000000004"
"372","true","0.2","1.02","0.627","0.75","57","51.9900530912408","9.883843797087293","0.35507711306174217"
"371","true","0.2","1.02","0.627","0.75","137","23.328532146472025","6.031551231399861","0.4322694977077909"
"372","true","0.2","1.02","0.627","0.75","58","51.914947160100176","9.907123972350485","0.38748574431008226"
"371","true","0.2","1.02","0.627","0.75","138","23.312587066848632","6.060479922384621","0.3963330106140638"
"372","true","0.2","1.02","0.627","0.75","59","48.37191806886497","9.564925417899019","0.3135"
"371","true","0.2","1.02","0.627","0.75","139","23.422518096142955","6.049199731431275","0.3341656769954274"
"372","true","0.2","1.02","0.627","0.75","60","45.95682621741956","9.087399165309401","0.3135"
"371","true","0.2","1.02","0.627","0.75","140","22.828292266285185","5.83386077253402","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","61","43.507694179906586","8.565637880312568","0.3759181910810103"
"371","true","0.2","1.02","0.627","0.75","141","22.884487466179678","5.849572039073913","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","62","43.80279521988811","8.595012520582012","0.3564076930461295"
"371","true","0.2","1.02","0.627","0.75","142","22.898960568365784","5.819196265339118","0.3211121859081164"
"372","true","0.2","1.02","0.627","0.75","63","42.39217535217754","8.228477874671661","0.4454990994087208"
"371","true","0.2","1.02","0.627","0.75","143","22.12933807015709","5.665580786279976","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","64","40.703509535715554","8.195640943053483","0.5026998593881874"
"371","true","0.2","1.02","0.627","0.75","144","21.73069822525999","5.599111808293935","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","65","41.655433564264136","8.270234785299236","0.3410189572486461"
"372","true","0.2","1.02","0.627","0.75","66","41.98708776081005","8.321715708689224","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","145","21.717847114211953","5.648863757108093","0.2912892355816251"
"372","true","0.2","1.02","0.627","0.75","67","40.748315289290346","8.454951002554724","0.24880232045755699"
"371","true","0.2","1.02","0.627","0.75","146","21.486586290249463","5.639709731511008","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","68","40.91638333761801","8.596150107495466","0.27905063685538756"
"371","true","0.2","1.02","0.627","0.75","147","21.531281811226105","5.639063165914355","0.27757656606763176"
"372","true","0.2","1.02","0.627","0.75","69","41.40924055540967","8.652491435761386","0.39661313685538757"
"371","true","0.2","1.02","0.627","0.75","148","21.670570941331732","5.712949266182185","0.3494051621487707"
"372","true","0.2","1.02","0.627","0.75","70","42.19350368517976","8.65150998485461","0.32159850496709824"
"371","true","0.2","1.02","0.627","0.75","149","21.73821812091875","5.697976916746129","0.292509767682693"
"372","true","0.2","1.02","0.627","0.75","71","40.48609478495643","8.603331868349557","0.3090512780647194"
"371","true","0.2","1.02","0.627","0.75","150","21.968321863932072","5.691811462084613","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","72","41.47829474830999","8.597305973007995","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","151","21.98814729486514","5.735880150447978","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","73","41.172861601431556","8.43934676336713","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","152","21.949001631510757","5.691313259382885","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","74","38.4163179151912","7.791166630651556","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","153","22.05575481091741","5.684759589310314","0.23836059379340221"
"372","true","0.2","1.02","0.627","0.75","75","38.42384041483881","7.836641930711318","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","76","38.369429697209725","7.828198791315353","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","154","22.227577189079614","5.68107640795883","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","77","38.370919736561966","7.835848882796733","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","155","21.89624274267059","5.681356121300745","0.2837206006588478"
"372","true","0.2","1.02","0.627","0.75","78","38.60090240042632","7.771230342061244","0.23512500000000003"
"371","true","0.2","1.02","0.627","0.75","156","22.095030659624836","5.69024309404057","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","79","37.45512868646621","7.702009290103758","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","80","37.611865251753414","7.716572710175066","0.2615208609594821"
"372","true","0.2","1.02","0.627","0.75","81","38.00531064687343","7.900508869834217","0.3279968384252633"
"373","true","0.2","1.02","0.627","0.75","0","0","0","1"
"372","true","0.2","1.02","0.627","0.75","82","37.64895743588588","7.746325041160374","0.4455593384252633"
"373","true","0.2","1.02","0.627","0.75","1","0","0","0.8902020700493442"
"372","true","0.2","1.02","0.627","0.75","83","38.51684270695591","7.80718087163965","0.34281250061709423"
"373","true","0.2","1.02","0.627","0.75","2","0","0","0.7678258930628814"
"372","true","0.2","1.02","0.627","0.75","84","38.61038476113764","7.816532276991512","0.2647937332100194"
"373","true","0.2","1.02","0.627","0.75","3","0","0","0.7678258930628814"
"373","true","0.2","1.02","0.627","0.75","4","0","0","0.7678258930628814"
"372","true","0.2","1.02","0.627","0.75","85","38.07047015900967","7.8034913846319665","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","5","0","0","0.9137760841968101"
"372","true","0.2","1.02","0.627","0.75","86","38.015493983625056","7.841320328335649","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","6","0","0","0.8930989713451234"
"372","true","0.2","1.02","0.627","0.75","87","38.0185334952694","7.862338463688434","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","7","0","0","0.8539039021405113"
"372","true","0.2","1.02","0.627","0.75","88","38.13607619393199","8.107695642233795","0.32975928072335425"
"373","true","0.2","1.02","0.627","0.75","8","0","0","0.7241417686163243"
"372","true","0.2","1.02","0.627","0.75","89","38.432404117109","7.987295631491318","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","9","0","0","0.5"
"372","true","0.2","1.02","0.627","0.75","90","38.28788543828215","8.034119963278942","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","10","0","0","0.5"
"372","true","0.2","1.02","0.627","0.75","91","36.990638242990585","7.75773113160161","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","11","0","0","0.626535734234854"
"372","true","0.2","1.02","0.627","0.75","92","36.31133797969055","7.587077071869351","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","12","31.88417673149506","24.269948645621664","0.5"
"372","true","0.2","1.02","0.627","0.75","93","36.31380122062772","7.634391813969966","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","13","25.82155432660429","19.05523498407554","0.7452738000447522"
"373","true","0.2","1.02","0.627","0.75","14","26.880701952561534","20.586634306088705","0.8323371345347297"
"372","true","0.2","1.02","0.627","0.75","94","35.30880730240968","7.348697246995631","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","15","25.95876431740195","25.22845091479478","0.7485084950651679"
"372","true","0.2","1.02","0.627","0.75","95","35.061176733655984","7.316817937181518","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","16","74.55591702314773","26.072728023442487","0.524029940623208"
"372","true","0.2","1.02","0.627","0.75","96","34.987890540983706","7.3700149418038325","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","17","75.35396948723007","28.246361422814008","0.5068068215631288"
"372","true","0.2","1.02","0.627","0.75","97","35.02984844143161","7.3855465894277375","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","18","77.82794637522942","29.556052419672238","0.32030682156312884"
"372","true","0.2","1.02","0.627","0.75","98","35.218774495649676","7.521959795442039","0.32615061020013164"
"373","true","0.2","1.02","0.627","0.75","19","78.99992278373938","29.439340473297065","0.41106842523391385"
"372","true","0.2","1.02","0.627","0.75","99","35.11895614001126","7.4809749815817295","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","20","65.81893931965276","23.925797214632276","0.4162731042354327"
"372","true","0.2","1.02","0.627","0.75","100","35.060915825995096","7.473210812484974","0.28361086640967914"
"373","true","0.2","1.02","0.627","0.75","21","65.71305138429796","24.436302823061954","0.3991400066594099"
"372","true","0.2","1.02","0.627","0.75","101","35.22117081325192","7.54252609186185","0.317837834519276"
"373","true","0.2","1.02","0.627","0.75","22","71.65079924991836","24.66054011259649","0.3135"
"372","true","0.2","1.02","0.627","0.75","102","35.340714483434134","7.5367175265350435","0.2915757805981941"
"373","true","0.2","1.02","0.627","0.75","23","67.87806233300687","24.009655907108282","0.3135"
"372","true","0.2","1.02","0.627","0.75","103","36.106058806826624","7.588270951934602","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","24","65.69662550912463","23.350193973917747","0.3135"
"372","true","0.2","1.02","0.627","0.75","104","36.89132396736938","7.584201831056601","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","25","59.67966695665332","21.443638837760783","0.3135"
"372","true","0.2","1.02","0.627","0.75","105","34.605947440494425","7.158439591069754","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","26","60.489176904299335","21.63840110719145","0.3135"
"372","true","0.2","1.02","0.627","0.75","106","34.197775451674005","7.012144216231202","0.2745180808816228"
"373","true","0.2","1.02","0.627","0.75","27","59.179273996845865","21.892511728267547","0.44048646008451864"
"372","true","0.2","1.02","0.627","0.75","107","33.480953303886615","6.876062763729087","0.3920805808816228"
"373","true","0.2","1.02","0.627","0.75","28","56.55031741276998","20.92199850665896","0.4065505347281643"
"372","true","0.2","1.02","0.627","0.75","108","33.33244458319085","6.789380558623241","0.38015585299763155"
"373","true","0.2","1.02","0.627","0.75","29","53.39662346097598","19.765875143723555","0.3631200665314773"
"372","true","0.2","1.02","0.627","0.75","109","33.70595544703477","6.776944520112144","0.24600623763219168"
"373","true","0.2","1.02","0.627","0.75","30","52.33171273533492","19.141401062457394","0.42638839998120776"
"372","true","0.2","1.02","0.627","0.75","110","33.694514053645634","6.839767183743226","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","111","30.82599117829221","6.451019307361575","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","31","49.78103161198288","18.13677950536792","0.3523879620098692"
"372","true","0.2","1.02","0.627","0.75","112","31.074849253385544","6.484966064307331","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","113","31.12605836674352","6.525362414260896","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","114","30.743604006070097","6.431053125993096","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","115","30.613451749752826","6.442983355551566","0.23512500000000003"
"372","true","0.2","1.02","0.627","0.75","116","30.477041794209725","6.3637542048167575","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","32","49.51589261247265","17.796063713104715","0.3135"
"372","true","0.2","1.02","0.627","0.75","117","30.53184438960275","6.343922728224037","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","33","41.35795375466556","15.549127261307945","0.3135"
"372","true","0.2","1.02","0.627","0.75","118","30.745366692477905","6.3292824850977345","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","34","37.53010949406848","13.955095907691774","0.3135"
"372","true","0.2","1.02","0.627","0.75","119","30.408524124529748","6.291137529995766","0.25527219027246945"
"373","true","0.2","1.02","0.627","0.75","35","38.33642776670938","14.306944613030074","0.47025"
"372","true","0.2","1.02","0.627","0.75","120","30.33975100817582","6.280397395760422","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","36","37.61815506977894","14.208824951969323","0.4056370664382754"
"372","true","0.2","1.02","0.627","0.75","121","30.182022805613034","6.2324779380665785","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","37","37.727922381410956","14.290513260814262","0.3946119686505933"
"372","true","0.2","1.02","0.627","0.75","122","29.426468855170608","6.19283918171411","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","38","37.473342550285494","14.633821432824435","0.5288801145260958"
"372","true","0.2","1.02","0.627","0.75","123","28.861628846552932","6.182051376592614","0.3148057415144564"
"373","true","0.2","1.02","0.627","0.75","39","38.08117147019429","14.625082840771414","0.5288801145260958"
"372","true","0.2","1.02","0.627","0.75","124","28.787055449381086","6.306528002704623","0.4323682415144564"
"373","true","0.2","1.02","0.627","0.75","40","40.826338852728654","14.764762647673528","0.3236343269011589"
"372","true","0.2","1.02","0.627","0.75","125","28.084556264007396","6.112042179787949","0.47914518820002616"
"373","true","0.2","1.02","0.627","0.75","41","41.0924295624015","14.717278916066858","0.3135"
"372","true","0.2","1.02","0.627","0.75","126","28.64570136600967","6.1388085779316555","0.3730381256905364"
"373","true","0.2","1.02","0.627","0.75","42","38.28239633388317","14.17497460491107","0.3472227811867461"
"372","true","0.2","1.02","0.627","0.75","127","28.379740440743472","6.071329264536882","0.24339863077713428"
"373","true","0.2","1.02","0.627","0.75","43","38.74760378178153","14.295393748712565","0.3135"
"372","true","0.2","1.02","0.627","0.75","128","28.27761284288008","6.105339825122659","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","44","37.64323426589829","14.062576151254508","0.3135"
"372","true","0.2","1.02","0.627","0.75","129","28.483811378622626","6.119316151874298","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","45","35.38677361381907","13.637741916580305","0.47025"
"372","true","0.2","1.02","0.627","0.75","130","28.574895325029253","6.145553829611911","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","46","35.40394711720361","13.82029531912367","0.40896115390811993"
"372","true","0.2","1.02","0.627","0.75","131","28.375705149900433","6.119961567380532","0.2478150686483829"
"373","true","0.2","1.02","0.627","0.75","47","35.10436272968023","13.882805761289495","0.36378101746493136"
"372","true","0.2","1.02","0.627","0.75","132","28.910784535431237","6.144710012545921","0.23512500000000003"
"373","true","0.2","1.02","0.627","0.75","48","34.494502955312356","13.628559602572341","0.3406590147856086"
